Indicadores municipales de sostenibilidad: Superficie forestal pública (% s/ superficie forestal total);;;;;;;;;
"";;;;;;;;;
Resumen de datos;;;;;;;;;
48053;Laukiz;28,19;28,19;29,08;29,17;25,52;25,61;25,00;27,39
20049;Lazkao;1,11;1,11;1,11;1,11;1,11;1,11;1,08;1,08
20050;Leaburu;7,95;7,95;7,95;7,95;7,91;8,00;7,73;7,85
20051;Legazpi;8,11;8,11;8,11;8,12;5,23;5,24;5,19;2,36
20052;Legorreta;0,16;0,17;0,17;0,17;0,17;0,17;0,16;0,00
01058;Legutio;74,56;72,03;71,94;71,85;71,79;71,33;71,13;70,27
20068;Leintz-Gatzaga;69,78;70,16;70,16;70,16;69,95;69,95;69,84;70,17
48054;Leioa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48057;Lekeitio;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48055;Lemoa;15,64;15,63;15,02;14,61;15,03;14,79;14,55;15,00
48056;Lemoiz;0,08;0,08;0,08;0,08;0,09;0,09;0,09;0,09
01034;Leza;58,24;58,24;57,92;57,92;57,92;57,61;57,61;58,56
48081;Lezama;21,91;21,93;21,88;21,88;22,12;22,05;21,69;21,28
20053;Lezo;40,29;40,29;40,29;40,29;40,63;40,63;40,52;38,58
20054;Lizartza;54,98;54,71;54,84;54,73;54,98;54,98;53,73;54,51
48903;Loiu;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48058;Mallabia;10,29;10,31;10,44;10,50;9,94;9,97;10,13;10,08
48060;Markina-Xemein;2,90;2,91;2,77;2,80;2,81;2,82;2,77;5,61
48061;Maruri-Jatabe;0,18;0,18;0,18;0,18;0,18;0,18;0,18;0,27
48059;Mañaria;19,68;19,71;16,82;16,82;16,78;16,84;16,61;15,91
20901;Mendaro;2,77;2,77;2,77;2,78;2,78;2,79;2,85;3,23
48062;Mendata;8,10;8,11;6,94;6,95;6,62;6,59;6,89;2,61
48063;Mendexa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48064;Meñaka;7,43;7,43;7,43;7,44;7,49;6,96;6,88;6,76
01039;Moreda de Álava / Moreda Araba;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48066;Morga;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48068;Mundaka;25,13;25,13;26,20;26,20;26,20;26,20;26,06;27,62
48069;Mungia;0,05;0,05;0,09;0,09;0,10;0,10;0,10;0,05
48007;Munitibar-Arbatzegi Gerrikaitz-;3,38;3,39;2,32;2,33;2,35;2,34;2,29;2,37
48908;Murueta;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48071;Muskiz;79,42;79,42;78,60;78,60;79,93;79,93;79,95;83,15
20057;Mutiloa;12,61;12,61;12,70;12,68;12,68;12,34;11,95;11,06
20056;Mutriku;2,14;2,14;2,15;2,14;2,15;2,18;2,11;2,03
48067;Muxika;0,37;0,37;0,74;0,74;0,37;0,37;0,36;0,72
48909;Nabarniz;19,24;19,24;19,28;19,28;19,39;18,75;19,13;18,02
01041;Navaridas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20063;Oiartzun;67,69;68,07;68,07;68,07;68,15;68,68;68,12;66,67
01042;Okondo;29,76;28,37;28,40;28,40;27,86;27,24;27,24;28,46
20058;Olaberria;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48073;Ondarroa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20076;Ordizia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20905;Orendain;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20060;Orexa;33,64;33,64;33,64;33,95;33,95;33,26;32,96;35,24
20061;Orio;12,54;12,54;12,54;12,54;12,54;14,47;14,29;15,33
20062;Ormaiztegi;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48075;Orozko;23,10;23,06;22,84;22,85;23,16;23,19;22,89;22,10
48083;Ortuella;83,19;84,35;84,35;84,35;83,52;83,52;83,52;83,70
48072;Otxandio;74,04;73,51;73,03;73,32;73,14;72,90;72,97;74,12
01043;Oyón-Oion;40,52;39,94;39,94;39,94;39,94;39,83;39,83;19,07
20059;Oñati;18,64;18,76;18,76;18,77;18,77;18,80;18,51;11,62
20064;Pasaia;69,75;69,75;69,75;69,75;69,75;65,45;65,45;55,29
01044;Peñacerrada-Urizaharra;92,94;92,56;92,56;92,56;92,56;92,56;92,56;90,91
48077;Plentzia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48078;Portugalete;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01047;Ribera Baja/Erribera Beitia;17,93;16,85;16,85;16,85;16,85;16,80;16,76;29,92
01051;Salvatierra/Agurain;92,10;92,10;92,10;92,10;92,10;92,10;92,10;91,04
01052;Samaniego;86,19;85,64;85,64;85,64;85,64;85,71;85,71;91,67
01053;San Millán/Donemiliaga;92,76;92,79;92,79;92,79;92,76;92,83;92,83;92,59
48082;Santurtzi;90,57;90,57;90,57;90,57;90,57;90,57;90,57;90,38
20070;Segura;0,33;0,33;0,34;0,34;0,34;0,34;0,33;0,16
48084;Sestao;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48904;Sondika;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48085;Sopela;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48086;Sopuerta;77,40;77,41;78,88;78,86;78,80;78,50;78,73;77,94
20065;Soraluze-Placencia de las Armas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48076;Sukarrieta;8,60;8,60;8,60;8,60;8,60;8,60;8,42;9,41
20071;Tolosa;0,22;0,22;0,22;0,22;0,22;0,22;0,21;0,21
48087;Trucios-Turtzioz;83,11;83,36;84,57;84,53;84,65;84,90;84,81;85,25
48088;Ubide;0,00;0,00;0,60;0,60;0,68;0,00;0,67;0,64
48065;Ugao-Miraballes;9,97;9,97;9,97;10,09;10,22;10,22;10,16;10,19
48089;Urduliz;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48074;Urduña/Orduña;79,88;79,74;79,96;79,96;79,96;79,85;79,85;79,72
01054;Urkabustaiz;90,94;91,16;91,12;91,12;91,01;90,98;90,98;91,36
20072;Urnieta;68,50;68,50;68,45;68,37;68,43;68,44;68,07;64,75
20077;Urretxu;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20073;Usurbil;46,55;46,59;46,55;46,55;49,37;49,61;49,40;49,49
01055;Valdegovía/Gaubea;85,31;85,28;85,29;85,29;85,29;85,46;85,46;84,95
48080;Valle de Trápaga-Trapagaran;69,94;65,45;60,73;60,73;60,15;64,11;64,11;60,27
20075;Villabona;82,02;82,02;82,02;82,05;82,05;81,78;81,48;83,80
01057;Villabuena de Álava/Eskuernaga;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01059;Vitoria-Gasteiz;77,98;77,40;77,40;77,40;77,40;77,43;77,46;74,32
01060;Yécora/Iekora;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48095;Zaldibar;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20078;Zaldibia;24,22;24,25;24,25;24,25;24,25;24,25;23,47;23,24
01061;Zalduondo;90,72;90,72;90,72;90,72;90,72;90,68;90,68;90,14
48096;Zalla;61,64;61,56;57,06;57,04;56,33;55,44;56,41;56,80
01062;Zambrana;81,50;81,56;81,56;81,56;81,56;81,50;81,50;80,64
48905;Zamudio;8,92;8,92;4,02;4,03;4,19;4,24;4,24;4,10
48097;Zaratamo;24,96;24,96;25,11;25,11;25,15;25,19;25,37;24,64
20079;Zarautz;7,98;7,96;7,98;7,98;7,98;8,21;7,96;8,68
48024;Zeanuri;12,28;12,21;12,02;12,17;12,22;11,82;12,19;12,40
48025;Zeberio;6,00;6,00;5,86;5,86;5,84;5,88;5,81;6,06
20025;Zegama;20,80;20,80;20,80;20,80;20,81;20,83;20,60;20,79
20026;Zerain;14,91;15,00;15,00;15,00;15,00;15,00;14,13;13,24
20027;Zestoa;1,15;1,16;1,16;1,17;1,17;1,19;1,14;1,00
48913;Zierbena;62,14;62,14;62,14;62,14;65,98;65,98;67,35;66,30
01018;Zigoitia;83,84;83,66;83,66;83,66;83,61;83,60;83,60;82,77
48915;Ziortza-Bolibar;14,01;14,02;13,71;13,81;13,65;13,70;13,42;5,61
20028;Zizurkil;15,88;15,88;15,88;15,90;15,90;15,90;15,29;14,45
01063;Zuia;83,54;83,53;83,50;83,48;83,50;83,52;83,42;83,25
20081;Zumaia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20080;Zumarraga;0,53;0,53;0,53;0,53;0,53;0,54;0,51;0,00
